COD_BARRAS;PRODUTO_ID;NOMEORDER;FORNECEDOR;LOCALIZACAO;TRIBUTACAO;NCM;ALIQUOTA_NCM;CST_PIS;CST_COFINS;NATUREZA_RECEITA_PIS_COFINS;PADRAO_COMISSAO;DESCONTO_MAXIMO;QUANTIDADEORDER;TABELA;VENDA;PROMOCAO;VALOR_ULT_COMPRA;MARGEM;TOTAL_PRVENDA;TOTAL_PRPROMOCAO;TOTAL_PRCOMPRA
7898466605784;29817; BRUMA ILUMINADORA PRATA  PHALLEBEAUTY;DIVERSAS;;ST;34012010;0;04;04;002;0,5;8;5;;20;0;2,70000004768372;640,740727658789;100;0;13,5000002384186
4987188568682;30484; BYE BYE FEVER ADESI ADULTO 2UN  ;HISAMITSU;;ST;30051090;0;49;49;   ;0,5;8;3;;15,3000001907349;0;10,8800001144409;40,6250002739184;45,9000005722046;0;32,6400003433228
7896226109541;29876; CALDE MDK 1.000 UI C/30 CPS  ;MARJAN FARMA;;18 %;21069030;0;49;49;   ;0,5;8;1;;80;0;73,1900024414063;9,30454615580267;80;0;73,1900024414063
7898946435535;25724; CARTILIV C/60 CPS;ALTHAIA;;18 %;21069030;0;49;49;   ;3,5;8;2;;97,9499969482422;0;69,9499969482422;40,028593597678;195,899993896484;0;139,899993896484
7898916368320;22169; CHA DE SENE 100G;NATURE;;18 %;12119090;0;49;49;   ;0,5;8;15;;5,5;0;3,59999990463257;52,7777818250069;82,5;0;53,9999985694885
7896000623225;31087; CHUP SMART BICO RED TM1 ROSA 01;DIVERSAS;;ST;39269040;0;49;49;   ;0,5;8;4;;18;0;11,9899997711182;50,125107119342;72;0;47,9599990844727
7896033251822;31535; CHUPETA  FIONA SOFT 100% SIL ANATOMIC TM;FIONA;;ST;39269040;0;;;;0,5;8;1;;22,4249992370605;0;14,9499998092651;49,9999968104538;22,4249992370605;0;14,9499998092651
7896033251839;31536; CHUPETA  FIONA SOFT 100% SIL ANATOMIC TM;FIONA;;ST;39269040;0;;;;0,5;8;3;;22,4249992370605;0;14,9499998092651;49,9999968104538;67,2749977111816;0;44,8499994277954
7896000623270;31088; CHUPETA SMART B. RED.2;DIVERSAS;;ST;39269040;0;49;49;   ;0,5;8;2;;16,4850006103516;0;10,9899997711182;50,0000086776555;32,9700012207031;0;21,9799995422363
7898907313872;25955; CIPROTERONA + ETINILESTRADIOL 2+0.035 MG C/21CPS;MELCOM;;ST;30043939;0;04;04;002;2,5;8;19;;15,8800001144409;0;5,4032998085022;193,89448443067;301,720002174377;0;102,662696361542
7895296232081;5870; CLOR SERTRALINA 50MG C/30CP NOVA QUIMICA;NOVA QUIMICA;;ST;30049039;;04;04;002;2,5;8;1;;18,5;0;7,46999979019165;147,657302805967;18,5;0;7,46999979019165
7898040328900;29046; CLOTRIMIX C/CLOTRIMAZOL UNHAS 7ML  ;FQM;;ST;33043000;0;04;04;002;0,5;8;2;;59,5999984741211;0;25,5400009155273;133,359421838887;119,199996948242;0;51,0800018310547
7892523602099;29377; COLAGENO COM VITAMINA C C/60 CAPS UNI ;NATURE;;18 %;21069030;0;49;49;   ;0,5;8;7;;36,375;0;24,25;50;254,625;0;169,75
7891033070664;34115; COND SIAGE CICA-THERAPY 200ML;DIVERSAS;;ST;33059000;0;;;;0,5;8;1;;52,5;0;34,9900016784668;50,0428621937136;52,5;0;34,9900016784668
7891024033708;32241; CR DENT COLG T12 CM UN 90G;COLGATE;;ST;33061000;0;;;;0,5;8;6;;12,8000001907349;0;8,53170013427734;50,0287163083593;76,8000011444092;0;51,1902008056641
7897848500648;31616; CR NITRATO DE MICONAZOL 30 GRS;NATIVITA;;ST;30049066;0;;;;2,5;8;6;;11;0;4,40999984741211;149,433115206456;66;0;26,4599990844727
7896676440508;32344; CUTISANOL BABY CR 45G   ;DIVERSAS;;ST;33049990;0;;;;0,5;8;2;;25,8999996185303;0;12,9499998092651;100;51,7999992370605;0;25,8999996185303
7891150102811;34032; DEO DOVE CR AOB LAVENDER CAMOMILE 75G   UNIL %DN;UNILEVER;;ST;33072090;0;;;;0,5;8;2;;23,5;0;18,1749992370605;29,2984923602157;47;0;36,3499984741211
7891150102828;34033; DEO DOVE CR AOB RASPBERRY 75G  ;UNILEVER;;ST;33072090;0;;;;0,5;8;2;;23,5;0;18,1749992370605;29,2984923602157;47;0;36,3499984741211
7897930762213;33126; DERMOTIVIN SOFT SAB LIQ 120ML   ;DIVERSAS;;ST;34013000;0;;;;0,5;8;2;;64,3000030517578;0;45,9000015258789;40,0871479612148;128,600006103516;0;91,8000030517578
7896049502604;31175; DESOD AERO MENTOS  FRUIT 150ML;DIVERSAS;;ST;33072010;0;;;   ;0,5;8;4;;9;0;5,86999988555908;53,3219791390644;36;0;23,4799995422363
7898663111750;33964; DESOD CREME GIOVANA BABY  BLUE 60G;DIVERSAS;;ST;33072090;0;;;;0,5;8;2;;13;0;10,9899997711182;18,289356421682;26;0;21,9799995422363
7891317014582;30368; DIACQUA 25MG C/30 CPS  ;MOMENTA;;ST;30043220;0;04;04;002;0,5;8;6;;30,3600006103516;0;21,5699996948242;40,751047936438;182,160003662109;0;129,419998168945
7899547500363;30186; DIPIRONA MONOIDRATADA 1000MG 20 CPS ;PRATI DONADUZZI;;ST;30049069;0;04;04;002;2,5;8;12;;10,5550003051758;0;2,95250010490417;257,493647083828;126,660003662109;0;35,4300012588501
7896004726137;33410; DORZAL MT 2/0,5MG SOL OFT 5ML   ;LEGRAND;;ST;30049079;0;;;;0,5;8;1;;120,269996643066;0;88,3399963378906;36,1444437727245;120,269996643066;0;88,3399963378906
7898430193019;29663; DPREV 10.000 UI C/8 MYRA ;MYRALIS ;;ST;30049099;0;04;04;002;0,5;8;1;;49,1800003051758;0;36,4150009155273;35,0542333343879;49,1800003051758;0;36,4150009155273
7908342123544;12196; ELASTICO COLORIDOS PCT ;DIVERSAS;;ST;96159000;;49;49;   ;0,5;8;18;;6,80000019073486;0;4,5;51,1111153496636;122,400003433228;0;81
7891142205643;31558; EPISOL COLOR TOM 2 CLARO FPS70  ;MANTECORP;;ST;33049990;0;;;;0,5;8;3;;120,900001525879;0;80,5999984741211;50,0000047328751;362,700004577637;0;241,799995422363
7894222037905;30032; ESM DAILUS MENTOS CREM RED FRUIT 7,5ML;DAILUS;;ST;33043000;0;04;04;002;0,5;8;4;;10,5;0;6,98000001907349;50,429799015871;42;0;27,9200000762939
7896658000409;29631; FAMOX 40MG C/30 CPS  ACHE;ACHÉ LABORATORIOS FARMACEUTICOS S.A.;;ST;30049099;0;04;04;002;0,5;8;1;;112,209999084473;0;82,4199981689453;36,1441416856908;112,209999084473;0;82,4199981689453
7892523602211;29384; FARINHA SECA BARRIGA + GOJI BERRY + COLAG;NATURE;;18 %;21069030;0;49;49;   ;0,5;8;2;;24;0;11,6400003433228;106,185560928849;48;0;23,2800006866455
7898915290141;31200; FIO DENTAL PREDENT WOMAN 100M 01;DIVERSAS;;ST;33062000;0;;;   ;0,5;8;8;;4,5;0;2,87829995155334;56,3422880082899;36;0;23,0263996124268
7898040328078;30485; FUMASIL 300MG C/60 CPS  FQM ;FQM;;ST;30049099;0;04;04;002;0,5;8;2;;94,9499969482422;0;57,2900009155273;65,7357225185658;189,899993896484;0;114,580001831055
7899547550689;32516; FUROSEMIDA 40MG 30 CPS PRATI;PRATI DONADUZZI;;ST;30049076;0;;;;2,5;8;37;;6;0;2,3636999130249;153,839329050937;222;0;87,4568967819214
7898108640838;33086; GAZE CICATRISAN ESTERIL  C/10 UN;DIVERSAS;;ST;30059090;0;;;;0,5;8;16;;7,69999980926514;0;4,96929979324341;54,9514042146254;123,199996948242;0;79,5087966918945
7899547508857;31425; GINKGO VITAL 120MG 30 CPS GINKGO BILOBA;PRATI DONADUZZI;;ST;30049099;0;;;;3,5;8;2;;49,25;0;17,926700592041;174,729863128666;98,5;0;35,853401184082
7898632473278;31292; HIDRAT LABOTRAT190ML DIA/DIA MELANCIA;LABORIS;;ST;33072090;0;;;   ;0,5;8;3;;28,2000007629395;0;18,7700004577637;50,2397446733963;84,6000022888184;0;56,310001373291
7896641812811;31337; INZELM 20MG 30CPR   ;TAKEDA PHARMA;;ST;30049069;0;;;   ;0,5;8;2;;254,479995727539;0;199,419998168945;27,6100682299414;508,959991455078;0;398,839996337891
7899547535693;31336; IVERMECTINA 6 MG 4 CPS ;PRATI DONADUZZI;;ST;30049069;0;;;   ;2,5;8;5;;6,59999990463257;0;2,5;163,999996185303;32,9999995231628;0;12,5
7896075757740;32145; KIT CORT UNHEX SPORT MERHEJE ;MERHEJE;;ST;82142000;0;;;;0,5;8;1;;25;0;15,7799997329712;58,4283930484756;25;0;15,7799997329712
7898567390909;29092; LAPIS P/ OLHOS GRIFFTY MADEIRA PRETO;DIVERSAS;;ST;33042090;0;04;04;002;0,5;8;1;;11,1499996185303;0;7,40999984741211;50,4723326333715;11,1499996185303;0;7,40999984741211
7896512921369;28904; LENCO UMED GRANADO BEBE C/ 50UN ;GRANADO;;ST;34011190;0;04;04;002;0,5;8;8;;20,9500007629395;0;13,960000038147;50,0716382929202;167,600006103516;0;111,680000305176
7896637031905;34017; LITOCIT 15MG 60CPR   ;APSEN;;ST;30049029;0;;;;0,5;8;2;;159,179992675781;0;120,680000305176;31,902545801497;318,359985351563;0;241,360000610352
7898610375259;29041; MASC CAP ENCORPA CABELO HASKELL 300GR ;HASKELL;;ST;33059000;0;04;04;002;0,5;8;1;;48;0;38,2099990844727;25,6215680452756;48;0;38,2099990844727
7897230304809;29027; MASC ROSA HIDRABENE 50 GR ;ANASOL;;ST;33049990;0;04;04;002;0,5;8;1;;36,75;0;1,74000000953674;2012,06895394123;36,75;0;1,74000000953674
7899420504723;33084; MINERGI 0,375MG 30 CPS;SUPERA;;ST;30049079;0;;;;0,5;8;2;;97,8199996948242;0;70,9899978637695;37,7940592173868;195,639999389648;0;141,979995727539
7899420504792;34139; MINERGI 0,750MG 30CPR ;SUPERA;;ST;30049079;0;;;;0,5;8;2;;183,199996948242;0;135,130004882813;35,5731446225559;366,399993896484;0;270,260009765625
7899547521405;32342; MIRTAZAPINA 45 MG 30 CPS ;PRATI DONADUZZI;;ST;30049069;0;;;;2,5;8;5;;107,699996948242;0;45,0462989807129;139,08733766198;538,499984741211;0;225,231494903564
7896094929036;32341; NEBACETIN BABY CREME PREVENT 30G ;DIVERSAS;;ST;33049990;0;;;;0,5;8;5;;20,2999992370605;0;14,5;39,9999947383486;101,499996185303;0;72,5
7896094999985;32859; NEOSALDINA 15ML GOTAS;HYPERMACAS;;ST;30049069;0;;;;0,5;8;5;;48,1699981689453;0;28,9099998474121;66,6205410694849;240,849990844727;0;144,549999237061
7896714240442;33566; OLANZAPINA 10MG 30CPR NEO QUIMICA;NEO QUIMICA;;ST;30049079;0;;;;2,5;8;4;;60;0;25,1299991607666;138,758464002152;240;0;100,519996643066
7898670909418;31272; OLEO CAP 3X1 ALECRIM COCO RICIN 30ML;DIVERSAS;;ST;33059000;0;;;   ;0,5;8;4;;19,5;0;12,6316995620728;54,373525939056;78;0;50,526798248291
7899572814503;31831; OLEO CAP PAPO RETO LOLA  50ML;DIVERSAS;;ST;33012990;0;;;;0,5;8;2;;54,0449981689453;0;36,0299987792969;50;108,089996337891;0;72,0599975585938
7899547543773;30850; PARACETAMOL 750MG C/10 CPS ;PRATI DONADUZZI;;ST;30049045;0;04;04;002;2,5;8;53;;7,5;0;1,3066999912262;473,964953727601;397,5;0;69,2550995349884
7898924799314;29438; PENTE PLASTICO BLACK POWER BEAUTY;DIVERSAS;;ST;96151100;0;49;49;   ;0,5;8;5;;3,15000009536743;0;1,42999994754791;120,279735028584;15,7500004768372;0;7,14999973773956
;28441; PIRANHA DE ACRILICO UN;DIVERSAS;;ST;95030039;0;49;49;   ;0,5;8;11;;10;0;5,90000009536743;69,4915226840727;110;0;64,9000010490417
7898610375549;29040; POM MODELADORA ENCORPA CAB HASKELL 150G;HASKELL;;ST;33059000;0;04;04;002;0,5;8;2;;55,5;0;35,9500007629395;54,3810815637436;111;0;71,9000015258789
7892953209677;33154; PREBICTAL 75MG 60CAP;ADIUM;;ST;30049039;0;;;;0,5;0;4;;145,240005493164;0;104,430000305176;39,0788136251357;580,960021972656;0;417,720001220703
7897230305264;31778; PROT HIDRABENE SOLAR FACIAL FPS 50  50GR;ANASOL;;ST;33049990;0;;;;0,5;8;1;;35,25;0;25,3199996948242;39,2180111566337;35,25;0;25,3199996948242
7897230304779;29937; PROT SOLAR FACIAL CLAREADOR FPS 90  60GR;ANASOL;;ST;33049990;0;04;04;002;0,5;8;1;;63,939998626709;0;42,6300010681152;49,9882641910896;63,939998626709;0;42,6300010681152
7898430194979;33059; PURAVIT ADZ GTS 10ML   MYRALIS;MYRALIS ;;ST;21069030;0;;;;0,5;8;2;;63,3499984741211;0;45,25;39,9999966278919;126,699996948242;0;90,5
7899547530193;34084; RISPERIDONA 2MG 30 CPS  ;PRATI DONADUZZI;;ST;30049069;0;;;;2,5;8;12;;10;0;4,17329978942871;139,618539394912;120;0;50,0795974731445
7896770979331;29983; ROUPA INT TENA PANTS CONFORT P/M 16UN;TENA;;ST;96190000;0;49;49;   ;0,5;8;4;;70,8000030517578;0;47,2099990844727;49,9682364430375;283,200012207031;0;188,839996337891
7891150063105;34101; SAB DOVE LIQ NUTRICAO PROF 250ML   ;UNILEVER;;ST;34013000;0;;;;0,5;8;1;;20;0;12,8400001525879;55,7632380243315;20;0;12,8400001525879
7896512922472;29976; SAB GLIC BEBE REFIL LAVANDA 250ML  ;GRANADO;;ST;34013000;0;49;49;   ;0,5;8;3;;24,1200008392334;0;17,3999996185303;38,6206975174103;72,3600025177002;0;52,1999988555908
7891010256838;33202; SAB J J BABY LIQ LAVANDA 200ML   ;JOHNSON;;ST;34013000;0;;;;0,5;8;1;;27,5100002288818;0;19,8500003814697;38,5894191446104;27,5100002288818;0;19,8500003814697
7897230305004;29025; SAB LIQ FACIAL HIDRABENE MIRTILO 120ML;ANASOL;;ST;34012010;0;04;04;002;0,5;8;1;;36,75;0;2,08999991416931;1658,3732779533;36,75;0;2,08999991416931
7898632470857;31295; SAB LIQ LABOTRAT190ML DIA/DIA MARACUJA;LABORIS;;ST;34012010;0;;;   ;0,5;8;2;;21,5;0;14,3199996948242;50,1396680041194;43;0;28,6399993896484
7891024027325;30397; SAB LIQ PROTEX ERVA D FEF 200ML  ;PROCTER E GAMBLE;;ST;34013000;0;49;49;   ;0,5;8;2;;16,25;0;10,6300001144409;52,8692363598781;32,5;0;21,2600002288818
4005900964380;29926; SAB NIVEA LIQ INT SUAVE 250ML ;NIVEA;;ST;34013000;0;49;49;   ;0,5;8;4;;23,1000003814697;0;15,3549995422363;50,4396031919738;92,4000015258789;0;61,4199981689453
7896009498343;33631; SENSODYNE REPAIR   PROTECT KIT 2X 100GR;HEALTH LABS;;ST;33061000;0;;;;0,5;8;2;;46,5499992370605;0;31,0300006866455;50,0161076602697;93,0999984741211;0;62,060001373291
7896658049460;31896; SERTRALINA 25MG C/30 CPS;ACHÉ LABORATORIOS FARMACEUTICOS S.A.;;ST;30049039;0;;;;2,5;8;13;;60;0;21,7600002288818;175,735291217335;780;0;282,880002975464
7897460402085;33125; SILIMALON C/4 CP CARTELA;DIVERSAS;;ST;30039094;0;;;;0,5;8;39;;6;0;3,75550007820129;59,7656736802337;234;0;146,46450304985
7898941911119;33892; SUSTAGEN SENIOR S/SABOR 370G ;NESTLE;;ST;21069090;0;;;;0,5;8;1;;96,4000015258789;0;64,0199966430664;50,577954671479;96,4000015258789;0;64,0199966430664
7898941911300;28887; SUSTAGEN SENIOR S/SABOR 740G;NESTLE;;18 %;21069090;0;49;49;   ;0,5;8;1;;183;0;121,51000213623;50,6048858388055;183;0;121,51000213623
7899547513219;30044; TADALAFILA 20MG C/4 CPS ;PRATI DONADUZZI;;ST;30049099;0;04;04;002;2,5;8;1;;5;0;1,4099999666214;254,609937472613;5;0;1,4099999666214
7896637033923;31179; TANDUO 0,5MG+0,4MG 30CAP   ;APSEN;;ST;30043999;0;;;   ;0,5;8;4;;107,400001525879;0;81,4300003051758;31,8924243195078;429,600006103516;0;325,720001220703
7895800412794;31131; TRIDENT 5S BAG XFRESH ZERO 8G ;DIVERSAS;;ST;21069050;0;;;   ;0,5;8;40;;3;0;1,91499996185303;56,657966567116;120;0;76,5999984741211
7898577232503;26042; UNHAS POSTIÇAS 6 D C/24UN;DIVERSAS;;ST;39269090;0;49;49;   ;0,5;8;6;;10;0;5,90000009536743;69,4915226840727;60;0;35,4000005722046
7895846123401;29388; VALERIANA 500MG  UNI ERVAS;NATURE;;18 %;21069030;0;49;49;   ;0,5;8;1;;29,9300003051758;0;18;66,2777794731988;29,9300003051758;0;18
7896004793825;33349; VALSARTANA 320MG 30 CP EMS;EMS;;ST;30049069;0;;;;2,5;8;2;;81,75;0;34,2200012207031;138,895374295139;163,5;0;68,4400024414063
17891035800211;23959; VEJA MULTIUSO 500ML ;DIVERSAS;;ST;34025000;0;49;49;   ;0,5;8;24;;6,09999990463257;0;4,02209997177124;51,6620657727279;146,399997711182;0;96,5303993225098
7891317026059;29705; VITAMINA D 2000UI C/30 CAPS;EUROFARMA;;18 %;21069030;0;49;49;   ;3,5;8;4;;30,9099998474121;0;11,5;168,782607368801;123,639999389648;0;46
7896311762842;32107; VO2 GEL X-CAFFEINE TANGERINA  UNID;INTEGRAL MEDICA;;ST;21069030;0;;;;0,5;8;3;;6;0;3,61899995803833;65,7916570756824;18;0;10,856999874115
7898908753134;28916; ZEEL FR C/ 50 CPS  ;HEEL;;ST;30049099;0;04;04;002;0,5;8;1;;81,6500015258789;0;55,060001373291;48,2927705946015;81,6500015258789;0;55,060001373291
7897337716819;29115; ZETIA 10MG C/30 CPS;SCHERING;;ST;30049069;0;04;04;002;0,5;8;1;;120,809997558594;0;87,6800003051758;37,7851244732059;120,809997558594;0;87,6800003051758
7891350044874;33871;#ESM.RISQUE CREM.MARROMV.CL.8M;DIVERSAS;;ST;33043000;0;;;;0,5;8;4;;6;0;3,72000002861023;61,2903213401739;24;0;14,8800001144409
7896004712611;29799;*CL TRAMADOL  100MG C/10 CPS;GERMED;;ST;30049039;0;04;04;002;2,5;8;5;;99,2600021362305;0;55,4667015075684;78,9542183659264;496,300010681152;0;277,333507537842
7899547535686;33704;+ IVERMECTINA 6 MG 2 CPS / GEN IVERMECTINA / ( ND ;DIVERSAS;;ST;30049069;0;;;;2,5;8;3;;5,19999980926514;0;2,16499996185303;140,184752927868;15,5999994277954;0;6,49499988555908
7891317020675;32491;+ MONAX SPRAY NASAL 50MCG 60DS ;MOMENTA;;ST;30043999;0;;;;0,5;8;5;;48,0099983215332;0;33,4067001342773;43,7136805747299;240,049991607666;0;167,033500671387
7899547513226;33706;+ TADALAFILA 20MG 8 CPS / GEN TADALAFILA;DIVERSAS;;ST;30049099;0;;;;2,5;8;12;;88;0;2,40580010414124;3557,82675994239;1056;0;28,8696012496948
6975216235024;32535;-UNHA POSTICA CART C/24UN BAILARINA CORES QUEEN FI;DIVERSAS;;ST;39269090;0;;;;0,5;8;18;;2;0;1,13619995117188;76,0253552147404;36;0;20,4515991210938
7891118026265;32656;.CHICLE PLUT 180GR MORDIDA ZUMBI;DIVERSAS;;ST;17041000;0;;;;0,5;8;57;;0,300000011920929;0;0,163100004196167;83,9362380151179;17,100000679493;0;9,29670023918152
7899621103688 ;9769;100 PURA BATATA DOCE 900G;ATLHETICA;;18 %;21069030;;49;49;   ;0,5;8;3;;56,0299987792969;0;35,3899993896484;58,32155904384;168,089996337891;0;106,169998168945
7899941201729;32781;100 WHEY REFIL 900G CHOCOLATE- MAX TITANIUM;MAXTITANIUM;;ST;21069030;0;;;;0,5;8;1;;165;0;110,169998168945;49,7685420190105;165;0;110,169998168945
7899941202016;32913;100 WHEY REFIL 900G SABOR BAUNILHA- MAX TITANIUM;DIVERSAS;;ST;21069030;0;;;;0,5;8;2;;166,5;0;111,069999694824;49,9054654339382;333;0;222,139999389648
7899941201781;31932;100% WHEY POTE 900G BAUNILHA;MAXTITANIUM;;ST;21069030;0;;;;0,5;8;1;;182,990005493164;0;122,150001525879;49,8076162155393;182,990005493164;0;122,150001525879
7891317031282;33075;20 BI 30 CAP MOMENTA;MOMENTA;;ST;21069030;0;;;;0,5;8;3;;282,600006103516;0;200,139999389648;41,2011626688014;847,800018310547;0;600,419998168945
7891317043018;33542;20 BI FIBRAS C 10 SACHES 5G;MOMENTA;;ST;21069030;0;;;;0,5;8;2;;127;0;88,370002746582;43,7139256000669;254;0;176,740005493164
7896033204385;33824;7896033204385 CHUP CALMING NIGHT 100% SIL TM 1 NEU;DIVERSAS;;ST;39269040;0;;;;0,5;8;2;;30;0;19,9899997711182;50,0750392370911;60;0;39,9799995422363
7896033204392;33825;7896033204392 CHUP CALMING NIGHT 100% SIL TM 2 NEU;DIVERSAS;;ST;39269040;0;;;;0,5;8;2;;30;0;19,9899997711182;50,0750392370911;60;0;39,9799995422363
7898585290854;33826;7898585290854 GEL DEN MUNDO BITA MORANGO SEM FL 10;DIVERSAS;;ST;33061000;0;;;;0,5;8;2;;19,5;0;12,9899997711182;50,1154760861205;39;0;25,9799995422363
7898964060054;33651;7898964060054 ESC DENTAL CARBON EXPERT C/2 MACIA 0;DIVERSAS;;ST;96032100;0;;;;0,5;8;3;;17,8500003814697;0;11,8800001144409;50,2525270161562;53,5500011444092;0;35,6400003433228
7898270233388;33983;A620F MEIA CALCA G NATURAL ESCURO PA;ALTIVA;;ST;61151021;0;;;;0,5;8;3;;196,5;0;131;50;589,5;0;393
7898270233401;33982;A620F MEIA CALCA GG NATURAL ESCURO PA;ALTIVA;;ST;61151021;0;;;;0,5;8;2;;196,5;0;131;50;393;0;262
7898270233449;33984;A620F MEIA CALCA P NATURAL ESCURO PA;ALTIVA;;ST;61151021;0;;;;0,5;8;2;;196,5;0;131;50;393;0;262
7898270232732;31622;A620F MEIA COXA GG NATURAL ESCURO PA;DIVERSAS;;ST;61151021;0;;;;0,5;8;4;;167,25;0;111,5;50;669;0;446
7896061980015;33716;AB LADYSOFT NORMAL SUA C/8 UN;DIVERSAS;;ST;96190000;0;;;;0,5;8;10;;5,5;0;3,63000011444092;51,5151467384208;55;0;36,3000011444092
7891334109018;1865;ABAIXADOR DE LINGUA ;DIVERSAS;;18 %;44219900;;49;49;   ;0,5;8;450;;0,200000002980232;0;0,065700002014637;204,413998245655;90,0000013411045;0;29,5650009065866
7896331702583 ;20118;ABC SPRAY 10MG/ML HERTZ;HERTZ;;ST;30049069;;04;04;002;3,5;8;6;;35,5;0;14,2700004577637;148,773643035772;213;0;85,620002746582
7894164008087;32351;ABCALCIUM D3 240ML;DIVERSAS;;ST;21069030;0;;;;3,5;8;4;;38,5;0;15,539999961853;147,747748355909;154;0;62,1599998474121
7894164000463;25754;ABERALGINA 20ML;AIRELA ;;ST;30039099;0;04;04;002;3,5;8;5;;6,46999979019165;0;4,69999980926514;37,6595755905629;32,3499989509583;0;23,4999990463257
7894164008902;32353;ABIDOR 750MG 200CP (PARACETAMOL);AIRELA ;;ST;30049045;0;;;;3,5;8;10;;2,5;0;0,835600018501282;199,186206874906;25;0;8,35600018501282
7894164009008;32354;ABIDOR CRIANCA 60ML SUS OR;AIRELA ;;ST;30049045;0;;;;3,5;8;5;;26,7600002288818;0;10,039999961853;166,533867834227;133,800001144409;0;50,1999998092651
7896112411529 ;21485;ABLOK PLUS 25/12,5MG C/60 CP;BIOLAB;;ST;30049042;;04;04;002;0,5;8;1;;48,8899993896484;0;35,9099998474121;36,1459192352844;48,8899993896484;0;35,9099998474121
7896241225127;29665;ABLOK PLUS 50+12,5MG C/30 CPS;BIOLAB;;ST;30049042;0;04;04;002;0,5;8;2;;47,1599998474121;0;32,939998626709;43,1694044127039;94,3199996948242;0;65,879997253418
